any,1723,1909,1993,2808,3454,3545,3809,4830,5157,5312,5367,6153,6863,6996,7189,7526,7638,8266,10169,10620,10944,11264,11378,11444,12334,13685,16707,20875,22665,24273,26530,32479,35292
Y,189,169,179,119,119,139,169,109,109,109,169,179,179,189,119,109,189,189,189,189,,109,109,179,179,109,,189,179,189,109,179,139
Y,100,70,100,80,80,80,80,80,80,80,80,100,100,99,80,80,99,100,89,100,,80,80,100,100,80,,80,100,99,80,89,80
Y,239,179,239,189,189,219,199,199,199,199,219,239,239,199,189,199,199,239,199,239,,199,199,239,239,199,,199,239,199,199,219,219
Y,159,149,159,119,119,,149,129,129,129,,159,159,100,129,,100,159,,159,,129,,159,159,129,,149,159,,119,,
Y,219,229,219,219,219,219,219,219,219,219,219,219,219,,219,219,,219,,219,,219,219,219,229,219,,,219,,219,219,229
Y,239,249,239,249,249,239,239,249,249,249,239,239,239,199,249,249,199,239,199,239,,249,249,239,249,249,,199,239,199,249,239,249
Y,259,269,259,269,269,259,259,269,269,269,259,259,259,219,269,269,219,259,199,259,,269,269,259,269,269,,219,259,219,269,259,269
Y,100,139,100,139,139,129,139,139,139,139,129,100,100,129,139,139,129,100,129,100,,139,139,100,100,139,,129,100,129,139,129,129
Y,149,169,169,159,159,159,169,149,149,149,149,159,159,169,159,149,149,159,159,159,,149,149,159,159,149,,159,159,149,149,159,149
Y,159,179,179,189,189,169,179,159,159,159,169,169,169,179,189,159,159,169,169,169,,159,159,169,169,159,,169,169,159,159,169,159
Y,169,189,189,199,199,179,189,169,169,169,179,179,179,189,199,169,169,179,179,179,,169,169,179,179,169,,179,179,169,169,179,169
Y,369,259,369,319,319,329,319,349,349,349,329,369,369,300,319,349,300,369,300,369,,349,349,369,369,349,,300,369,300,349,329,319
Y,269,249,269,259,259,219,229,259,259,259,219,269,269,269,259,259,269,269,269,269,,259,259,269,269,,,269,269,269,259,249,229
Y,399,379,399,389,389,319,359,389,389,389,319,399,399,419,389,389,419,399,419,399,,389,389,399,399,,,419,399,419,389,319,319
Y,219,229,219,259,259,219,219,259,259,259,219,219,219,229,259,259,229,219,229,219,,259,259,219,219,,,229,219,229,259,239,229
Y,329,369,329,389,389,319,359,389,389,389,319,329,329,419,389,389,419,329,419,329,,389,389,329,329,,,419,329,419,389,339,319
Y,219,219,219,259,259,219,219,259,259,259,219,219,219,219,259,259,219,219,219,219,,259,259,219,219,249,,219,219,219,259,219,219
Y,339,339,339,389,389,299,339,389,389,389,299,339,339,419,389,389,419,339,419,339,,389,389,339,339,379,,419,339,419,389,299,319
Y,99,129,99,229,229,129,139,229,229,229,139,99,99,119,229,229,159,99,119,99,,229,229,99,99,,,119,99,129,229,149,139
Y,239,219,239,269,269,259,219,269,269,269,259,239,239,259,269,269,259,239,259,239,,269,269,239,239,269,,259,239,259,269,259,259
Y,40,30,40,30,30,30,30,30,30,30,30,40,40,50,30,30,50,40,50,40,,30,30,40,40,30,,50,40,50,30,30,30
Y,69,59,69,79,79,80,59,79,79,79,80,69,69,59,79,79,59,69,59,69,,79,79,69,69,79,,59,69,59,79,80,80
Y,289,289,289,329,329,259,289,329,329,329,259,289,289,349,329,329,349,289,349,289,,329,329,289,289,319,,349,289,349,329,269,269
Y,339,289,339,329,329,279,289,329,329,329,279,339,339,349,329,329,349,339,349,339,,329,329,339,339,,,349,339,349,329,279,269
Y,279,289,279,329,329,279,289,329,329,329,269,289,279,339,329,329,319,279,349,279,,329,329,279,279,329,,329,279,329,329,279,269
Y,379,379,379,419,419,389,379,399,399,399,389,379,379,419,419,399,399,379,439,379,,399,399,379,379,399,,419,379,419,399,389,389
Y,319,289,319,329,329,279,289,329,329,329,279,319,319,339,329,329,339,319,339,319,,329,329,319,319,,,339,319,339,329,299,299
Y,249,200,249,269,269,259,200,269,269,269,259,249,249,279,269,269,279,249,279,249,,269,269,249,249,269,,279,249,279,269,259,259
Y,319,289,319,339,339,299,289,339,339,339,299,319,319,359,339,339,359,319,359,319,,339,339,319,319,339,,359,319,359,339,299,299
Y,359,339,359,399,399,359,359,399,399,399,359,359,359,399,399,399,399,359,399,359,,399,399,359,359,399,,399,359,399,399,359,359
Y,359,379,359,389,389,359,339,389,389,389,359,359,359,419,389,389,419,359,419,359,,389,389,359,359,379,,419,359,419,389,359,359
Y,279,289,279,329,329,279,289,329,329,329,269,289,279,339,329,329,319,279,349,279,,329,329,279,279,329,,329,279,329,329,279,269
