Y,510,495,515
Y,565,550,565
Y,350,350,350
Y,180,180,185
Y,145,140,140
Y,210,200,200
Y,50,50,50
Y,50,50,50
Y,100,100,100
Y,150,150,150
Y,50,50,50
Y,135,135,145
Y,30,60,30
Y,165,165,165
Y,215,210,200
Y,70,70,70
Y,300,300,300
Y,70,70,80
Y,40,40,40
Y,145,140,140
Y,60,70,70
Y,60,70,70
Y,230,220,225
Y,325,325,330
Y,270,250,265
Y,370,350,350
Y,75,100,75
Y,75,100,75
Y,75,100,75
Y,50,50,50
Y,75,100,75
Y,85,75,75
Y,140,130,140
Y,125,110,135
Y,100,90,110
Y,100,90,110
Y,100,90,110
Y,50,50,50
Y,20,20,20
Y,65,60,60
Y,55,70,60
Y,140,140,140
Y,65,60,60
Y,70,70,70
Y,70,70,70
Y,70,70,70
Y,130,130,130
Y,125,110,135
Y,495,495,495
Y,1495,1495,1495
Y,1370,1290,1310
Y,375,380,370
Y,445,435,425
Y,500,515,490
Y,495,495,495
Y,550,540,540
Y,620,610,610
Y,975,915,965
Y,375,380,370
Y,445,435,425
Y,500,515,490
Y,400,50,395
Y,1210,1190,1215
